gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,21.0
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.8
Female,0,No,No,No,No phone service,0,Yes,No,Yes,Yes,Yes,Yes,1,No,Mailed check,58.5
Female,0,No,No,No,No phone service,0,No,Yes,No,No,No,No,1,No,Mailed check,29.2
Male,0,Yes,Yes,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,Bank transfer (automatic),97.7
Male,1,Yes,No,No,No phone service,0,Yes,No,No,No,No,No,1,No,Bank transfer (automatic),29.8
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Electronic check,19.2
Female,1,Yes,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,Yes,0,Yes,Bank transfer (automatic),82.7
Female,0,Yes,No,Yes,Yes,0,No,No,Yes,Yes,No,Yes,2,Yes,Mailed check,69.55
Female,0,No,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,2,No,Credit card (automatic),115.55
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.4
Male,0,No,No,Yes,No,2,No,Yes,Yes,No,Yes,Yes,1,No,Electronic check,99.5
Female,0,No,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,1,Yes,Electronic check,106.5
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),19.95
Female,0,Yes,Yes,Yes,No,0,Yes,No,No,No,Yes,Yes,2,Yes,Bank transfer (automatic),70.1
Male,1,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Credit card (automatic),69.95
Female,0,No,No,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,Yes,Electronic check,103.65
Female,0,Yes,No,Yes,No,2,Yes,No,No,No,No,No,1,Yes,Electronic check,73.2
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),20.2
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.9
Male,0,Yes,No,Yes,No,0,Yes,Yes,No,No,No,Yes,2,No,Mailed check,64.8
Male,0,Yes,Yes,Yes,No,0,No,No,Yes,No,No,No,1,No,Electronic check,48.7
Male,0,No,No,No,No phone service,0,No,No,No,No,No,No,1,Yes,Bank transfer (automatic),25.15
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Mailed check,74.15
Female,1,Yes,Yes,Yes,Yes,0,No,No,Yes,No,Yes,No,2,Yes,Electronic check,65.2
Female,0,No,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),26.0
Male,0,No,No,Yes,No,0,Yes,No,Yes,No,No,No,1,No,Electronic check,56.75
Female,0,Yes,Yes,Yes,No,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,100.15
Female,0,Yes,Yes,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,0,No,Mailed check,107.45
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,Yes,No,1,Yes,Bank transfer (automatic),97.35
Female,0,Yes,No,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,0,Yes,Credit card (automatic),109.1
Female,0,Yes,No,Yes,No,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Credit card (automatic),99.3
Female,0,Yes,Yes,Yes,Yes,2,Yes,No,No,No,Yes,Yes,2,Yes,Credit card (automatic),99.65
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.1
Female,1,Yes,No,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,1,Yes,Credit card (automatic),109.4
Female,0,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,93.5
Male,0,Yes,Yes,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,Bank transfer (automatic),79.35
Female,0,No,No,Yes,No,2,Yes,No,No,No,Yes,No,1,Yes,Mailed check,84.7
Female,0,Yes,Yes,No,No phone service,0,Yes,Yes,Yes,Yes,No,Yes,0,Yes,Mailed check,52.5
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.75
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.05
Female,0,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,100.5
Male,0,Yes,No,Yes,Yes,0,No,No,No,No,Yes,No,1,Yes,Credit card (automatic),59.05
Female,0,Yes,Yes,Yes,Yes,2,Yes,Yes,No,Yes,Yes,No,0,No,Bank transfer (automatic),99.9
Male,1,Yes,No,No,No phone service,0,No,Yes,No,No,No,No,1,Yes,Credit card (automatic),29.45
Female,0,Yes,Yes,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Bank transfer (automatic),85.35
Male,0,No,No,Yes,No,0,Yes,Yes,No,No,No,No,2,No,Mailed check,56.1
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.4
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.6
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,No,Electronic check,75.05
Female,0,No,Yes,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Electronic check,84.05
Male,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Credit card (automatic),115.8
Male,0,No,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,2,Yes,Credit card (automatic),104.5
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,0,No,Electronic check,108.9
Male,0,No,No,Yes,No,0,Yes,Yes,No,Yes,No,No,2,Yes,Electronic check,58.75
Male,0,No,No,Yes,No,2,No,Yes,No,No,Yes,Yes,1,Yes,Mailed check,93.2
Female,1,Yes,No,Yes,No,0,No,No,Yes,Yes,Yes,No,2,No,Bank transfer (automatic),64.2
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),20.55
Male,1,No,No,No,No phone service,0,No,No,No,No,Yes,Yes,2,Yes,Electronic check,45.25
Female,0,Yes,No,Yes,Yes,2,No,No,Yes,No,No,Yes,1,No,Bank transfer (automatic),90.15
Female,1,No,No,Yes,No,2,No,No,No,No,No,Yes,1,Yes,Bank transfer (automatic),79.75
Female,1,No,No,Yes,Yes,2,No,Yes,No,No,No,Yes,1,Yes,Electronic check,89.7
Male,0,No,No,No,No phone service,0,Yes,Yes,No,Yes,No,No,0,Yes,Mailed check,40.55
Female,0,Yes,Yes,Yes,No,0,No,Yes,No,No,Yes,No,2,Yes,Credit card (automatic),58.85
Male,1,Yes,No,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,107.5
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,26.1
Male,0,Yes,Yes,Yes,No,2,Yes,No,No,Yes,Yes,Yes,0,Yes,Electronic check,99.55
Female,1,No,No,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,2,Yes,Bank transfer (automatic),110.5
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.4
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.0
Male,0,Yes,No,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,2,Yes,Electronic check,104.15
Male,1,No,No,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,Credit card (automatic),95.9
Female,0,Yes,No,Yes,No,0,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),80.7
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.25
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.75
Male,0,Yes,Yes,Yes,No,0,Yes,No,No,No,No,No,2,Yes,Electronic check,49.75
Female,0,No,No,Yes,No,0,Yes,No,No,Yes,No,No,2,No,Mailed check,55.7
Female,0,No,No,Yes,Yes,0,No,Yes,No,No,No,Yes,1,Yes,Electronic check,64.0
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,18.95
Female,0,Yes,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,0,No,Electronic check,109.25
Female,0,No,No,Yes,Yes,0,No,No,No,No,No,No,1,Yes,Electronic check,49.1
Female,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),24.95
Male,0,No,Yes,No,No phone service,0,No,No,No,No,Yes,Yes,1,Yes,Electronic check,44.5
Male,0,No,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,Bank transfer (automatic),118.35
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.0
Female,1,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,75.75
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.95
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.4
Female,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),25.05
Female,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),26.5
Female,1,Yes,No,Yes,Yes,2,No,No,No,Yes,Yes,Yes,2,No,Electronic check,100.25
Male,0,Yes,Yes,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,0,Yes,Credit card (automatic),107.7
Male,0,No,No,Yes,No,0,No,Yes,No,No,No,No,1,Yes,Mailed check,51.8
Male,0,No,No,Yes,No,0,Yes,No,No,No,No,No,1,Yes,Mailed check,51.65
Female,0,Yes,Yes,Yes,Yes,0,No,No,No,No,No,No,1,No,Mailed check,49.9
Female,0,Yes,Yes,Yes,No,2,No,No,Yes,No,No,No,1,Yes,Electronic check,73.75
Male,0,No,No,Yes,Yes,2,No,Yes,No,No,No,No,1,No,Bank transfer (automatic),81.0
Female,1,Yes,No,Yes,Yes,2,Yes,No,Yes,No,No,No,1,Yes,Bank transfer (automatic),85.35
Male,0,No,No,Yes,No,2,No,No,No,No,Yes,No,1,Yes,Credit card (automatic),80.5
Female,0,Yes,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Electronic check,110.5
Female,0,Yes,No,Yes,No,0,No,No,No,No,No,No,1,No,Bank transfer (automatic),45.9
Female,0,No,No,Yes,No,0,Yes,Yes,Yes,Yes,No,Yes,2,Yes,Mailed check,75.55
Male,1,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,104.35
Male,1,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,70.05
Female,0,Yes,Yes,Yes,No,0,No,No,No,No,No,No,1,No,Mailed check,44.3
Female,0,No,No,Yes,Yes,0,Yes,No,No,No,No,No,1,No,Electronic check,54.4
Male,0,No,No,No,No phone service,0,No,Yes,No,No,Yes,No,1,Yes,Electronic check,39.3
Male,0,No,No,Yes,No,0,No,Yes,No,No,No,No,1,Yes,Bank transfer (automatic),49.05
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,105.9
Female,0,Yes,No,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,102.0
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.5
Male,0,Yes,Yes,Yes,Yes,2,No,No,Yes,No,Yes,No,2,Yes,Electronic check,90.35
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),20.6
Male,0,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Credit card (automatic),104.5
Female,0,Yes,No,Yes,No,2,No,Yes,No,No,No,Yes,1,No,Bank transfer (automatic),84.15
Female,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),25.0
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.35
Male,0,Yes,No,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,Electronic check,80.25
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),23.9
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),20.0
Female,1,Yes,No,Yes,No,2,Yes,Yes,Yes,No,No,Yes,1,No,Electronic check,94.4
Male,1,Yes,No,Yes,No,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,97.95
Male,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,No,Yes,0,No,Bank transfer (automatic),105.6
Female,0,No,No,Yes,No,2,Yes,No,Yes,No,Yes,Yes,1,Yes,Credit card (automatic),99.0
Male,0,Yes,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,Yes,2,Yes,Credit card (automatic),81.4
Male,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Yes,No,No,0,Yes,Bank transfer (automatic),68.05
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,No,No,1,Yes,Electronic check,84.5
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Credit card (automatic),105.2
Male,0,Yes,Yes,Yes,Yes,0,No,Yes,No,Yes,No,Yes,0,No,Credit card (automatic),70.8
Female,0,Yes,Yes,No,No phone service,0,No,Yes,Yes,Yes,No,No,0,No,Mailed check,40.55
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,No,Yes,No,No,1,No,Bank transfer (automatic),65.2
Male,0,No,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,1,Yes,Electronic check,105.35
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),21.3
Female,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,No,Electronic check,75.6
Male,0,Yes,Yes,Yes,No,0,No,No,Yes,Yes,No,No,1,No,Mailed check,54.35
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,25.1
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),20.05
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Bank transfer (automatic),19.7
Male,0,No,Yes,Yes,No,2,Yes,No,No,No,No,No,1,Yes,Bank transfer (automatic),74.9
Female,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Yes,No,No,1,No,Mailed check,65.0
Male,0,No,Yes,No,No phone service,0,Yes,No,No,Yes,No,Yes,0,Yes,Mailed check,44.55
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,106.35
Male,0,Yes,Yes,Yes,No,0,Yes,Yes,No,No,No,No,2,No,Mailed check,53.65
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,Yes,No,Yes,2,Yes,Credit card (automatic),99.75
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),19.4
Male,1,Yes,No,No,No phone service,0,No,No,Yes,Yes,No,No,1,No,Mailed check,34.25
Male,0,No,No,Yes,No,0,Yes,No,Yes,Yes,No,No,0,Yes,Electronic check,59.2
Male,0,Yes,No,Yes,Yes,2,No,Yes,No,Yes,No,Yes,1,Yes,Credit card (automatic),95.65
Female,1,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,104.9
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),19.7
Female,0,No,No,No,No phone service,0,No,No,No,Yes,No,No,0,Yes,Mailed check,29.6
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.5
Female,1,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,No,1,Yes,Bank transfer (automatic),95.45
Male,0,No,No,Yes,Yes,2,No,Yes,No,No,Yes,No,1,Yes,Credit card (automatic),90.55
Male,1,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),25.0
Male,1,No,No,Yes,Yes,2,No,No,No,No,No,No,1,No,Electronic check,75.65
Male,0,Yes,No,Yes,Yes,0,No,Yes,Yes,Yes,Yes,No,0,No,Bank transfer (automatic),72.95
Male,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.65
Male,0,No,No,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,94.05
Male,1,Yes,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,70.3
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),20.0
Female,0,Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),116.8
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Electronic check,110.2
Male,1,Yes,Yes,Yes,No,2,Yes,No,Yes,Yes,No,Yes,2,No,Credit card (automatic),94.3
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.7
Female,0,No,No,Yes,Yes,2,No,Yes,No,No,Yes,Yes,0,Yes,Bank transfer (automatic),97.2
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),110.5
Male,1,No,No,Yes,Yes,2,No,Yes,No,No,No,Yes,1,No,Electronic check,90.7
Male,1,No,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,1,Yes,Bank transfer (automatic),104.9
Male,1,No,No,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Electronic check,85.05
Male,1,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),25.4
Male,1,No,No,Yes,No,0,Yes,Yes,No,No,Yes,Yes,1,Yes,Electronic check,74.75
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,25.25
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.0
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.45
Male,1,Yes,No,No,No phone service,0,Yes,Yes,Yes,Yes,No,No,0,No,Credit card (automatic),46.35
Female,0,Yes,Yes,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Yes,1,Yes,Electronic check,86.2
Female,0,No,No,Yes,Yes,0,No,No,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),78.45
Female,0,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,Yes,Electronic check,98.85
Female,1,No,No,Yes,Yes,2,No,Yes,No,No,Yes,No,1,No,Credit card (automatic),89.0
Female,0,No,No,Yes,Yes,0,Yes,No,Yes,No,Yes,Yes,2,Yes,Electronic check,78.55
Male,0,Yes,Yes,Yes,No,0,No,No,Yes,No,No,No,1,Yes,Electronic check,50.15
Female,0,Yes,Yes,Yes,No,0,No,Yes,No,No,No,No,1,No,Mailed check,50.2
Female,0,Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),114.6
Male,0,Yes,No,Yes,No,0,Yes,Yes,Yes,Yes,No,No,0,No,Mailed check,65.65
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Mailed check,20.55
Male,0,No,No,Yes,No,0,Yes,No,Yes,No,Yes,Yes,1,Yes,Electronic check,75.95
Female,0,Yes,No,Yes,No,0,Yes,No,Yes,No,Yes,No,2,Yes,Mailed check,64.3
Female,0,Yes,Yes,Yes,No,0,No,No,Yes,No,No,No,1,Yes,Bank transfer (automatic),49.6
Female,1,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,95.05
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,69.2
Female,1,No,No,Yes,No,2,No,Yes,No,No,No,No,1,Yes,Electronic check,73.55
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.8
Male,0,Yes,Yes,Yes,Yes,0,No,Yes,Yes,No,Yes,Yes,2,No,Credit card (automatic),78.95
Male,0,No,No,Yes,No,0,No,Yes,No,No,No,No,1,Yes,Mailed check,49.7
Male,0,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,0,Yes,Bank transfer (automatic),104.8
Male,0,No,No,No,No phone service,0,Yes,No,No,No,No,No,1,Yes,Electronic check,30.45
Female,0,Yes,No,Yes,No,0,No,No,No,No,Yes,No,1,Yes,Mailed check,55.3
Female,1,No,No,No,No phone service,0,No,No,No,No,Yes,Yes,1,Yes,Electronic check,44.4
